district,id,district_id,incident_type,incident,organization,time,leadername,organization_type,intotal,demand,organization_type_id,organization_id,leadername1,demand_id,demand_clean
Sidhi,486124,50,अनिश्चितकालीन धरना,"रोको टोको ठोको क्रांतिकारी मोर्चा व  भारतीय मार्क्सवादी कम्युनिस्ट पार्टी के संयुक्त नेतृत्व में कांग्रेश के द्वारा विधानसभाम चुनाव के दौरान अपने वचन पत्र में कहा था कि जिन किसानों की जमीन उद्योगपतियों के द्वारा अधिग्रहित की गई हैं और 05 वर्ष से उस पर निर्माण कार्य नहीं प्रारंभ हो पाया है उक्त जमीन किसानों को वापस कर दी जाएगी। किंतु मझौली ब्लाक जिल  सीधी अंतर्गत ग्राम भूमका व मूसामूडी। मैं करीब 08 वर्ष पूर्व  अधिग्रहित जमीन पर अभी तक किसी तरह का निर्माण कार्य प्रारंभ नहीं हुआ है। जिसके कारण किसान जमीन वापस करने की मांग कर रहे हैं। उक्त संगठनों द्वारा सरकार की वादाखिलाफी का आरोप लगाते हुए। किसानों के साथ। अनिश्चितकालीन धरना दिनांक 10/02/2020 से कलेक्ट्रेट कार्यालय सीधी के समक्ष वीथिका  भवन में 12.00 बजे से 200 की उपस्थिति में रोको टोको ठोको क्रांतिकारी मोर्चा जिला संयोजक, उमेश तिवारी एवं भारतीय मार्क्सवादी कम्युनिस्ट पार्टी जिला सचिव सुंदर सिंह बघेल कामरेड की अध्यक्षता में दिया जा रहा है। जिसमें कामरेड बादल सरोज राष्ट्रीय सचिव किसान सभा मुख्य वक्ता एवं कार्यक्रम की अगुआई करेंगे। आंदोलन को आदिवासी एकता महासभा , संजय टाइगर रिजर्व प्रभावित , ग्रामीण गुलाब सागर बांध प्रभावित किसान समर्थन दे रहे थे कार्यक्रम जारी रहा दिनांक 11.02. को 18.00 बजे उक्ती संगठन द्वारा कार्यक्रम स्थकल वीथिका भवन से गॉधी चौक तक कैण्ड ल मार्च 150-200 की उपस्थिति में निकाला गया जो 19.30 बजे आकर समाप्त  हुआ। अनिश्चित कालीन धरना प्रारम्भ किया गया था जो दिनांक 12.02.20 को एसडीएम गोपद बनास, एसडीएम मझौली, एसडीओं गुलाबसागर बांध, नायव तहासीलदार से चर्चा उपरांत शायं 18.30 बजे समाप्त  किया गया।",अन्‍य,2020-02-14T16:22:16.000,"रोको टोको ठोको क्रांतिकारी मोर्चा जिला संयोजक, उमेश तिवारी ए",['कृषक संगठन'],200,जमीनअधिग्रहण,3,40,60,12,जमीनअधिग्रहण
Khargone,486535,25,बैठक,"आज दिनांक 15.02.2020 को दोप. 15:30 बजे से 16:45 बजे तक जिला खरगोन के तहसील महेश्‍वर स्थित ग्राम कोदलाखेडी में राष्‍ट्रीय किसान मजदूर महासंघ के जिला अध्‍यक्ष रामेश्‍वर गुर्जर के नेतृत्‍व में एक मासिक बैठक आयोजित की गई है, बै‍ठक में वर्तमान समय में अतिवृष्टि से नुकसान हुई फसल की राहत राशि किसानों को एममुश्‍त प्रदाय करने एवं विगत वर्ष गेंहॅू के समर्थन मूल्‍य की बोनस राशि आज दिनांक तक किसानों को प्राप्‍त नहीं हुई आदि समस्‍याओं पर चर्चा की गई, उपस्थिति 25-30 किसानों की है ।",अन्‍य,2020-02-15T16:43:19.000,राष्‍ट्रीय किसान मजदूर महासंघ के जिला अध्‍यक्ष रामेश्‍वर गुर्जर,['कृषक संगठन'],25,सहायता राशि/मुआवज़ा,3,40,63,10,सहायता राशि/मुआवज़ा
Khargone,486535,25,बैठक,"आज दिनांक 15.02.2020 को दोप. 15:30 बजे से 16:45 बजे तक जिला खरगोन के तहसील महेश्‍वर स्थित ग्राम कोदलाखेडी में राष्‍ट्रीय किसान मजदूर महासंघ के जिला अध्‍यक्ष रामेश्‍वर गुर्जर के नेतृत्‍व में एक मासिक बैठक आयोजित की गई है, बै‍ठक में वर्तमान समय में अतिवृष्टि से नुकसान हुई फसल की राहत राशि किसानों को एममुश्‍त प्रदाय करने एवं विगत वर्ष गेंहॅू के समर्थन मूल्‍य की बोनस राशि आज दिनांक तक किसानों को प्राप्‍त नहीं हुई आदि समस्‍याओं पर चर्चा की गई, उपस्थिति 25-30 किसानों की है ।",अन्‍य,2020-02-15T16:43:19.000,राष्‍ट्रीय किसान मजदूर महासंघ के जिला अध्‍यक्ष रामेश्‍वर गुर्जर,['कृषक संगठन'],25,फ़सल ख़राब/फसल अफलन,3,40,63,0,फ़सल ख़राब/फसल अफलन
Harda,487060,18,ज्ञापन,"आज दिनांक 17.02.2020 को 12.30 बजे भाजपा किसान मोर्चा द्वारा जिलाध्‍यक्ष रामेश्‍वर रिणवा के नेतृत्‍व में 10-12 की उपस्थिति में एक ज्ञापन तहसीलदार हरदा को सौंपा गया जिसमें किसानों की फसलों का समर्थन मूल्‍य से नीचे विक्रय न करने व लाभकारी मूल्‍य दिलाने, तवा बांध में उपलब्‍ध पर्याप्‍त पानी से मूंग फसल की बोवनी हेतु नहरों में पानी उपलब्‍ध कराने, सरकार द्वारा गेहूं खरीदी एवं त्‍वरित भुगतान की उचित व्‍यवस्‍था करने की मांग की गई।",अन्‍य,2020-02-17T14:57:19.000,जिलाध्‍यक्ष रामेश्‍वर रिणवा,['कृषक संगठन'],91,नहरों का पानी/सिचाई समस्या,3,40,27,7,नहरों का पानी/सिचाई समस्या
Dewas,487121,44,अन्य,"दिनांक 17-02-20 को 12:00 बजे भारतीय किसान संघ तहसील अध्यक्ष कालूसिंह राजपूत के नेतृतव मे सोनकच्छ तहसील अंतर्गत ग्राम खूटखेडा मे किसान पंचायत का आयोजन किया गया  जिसमे दो लाख से अधिक कर्ज वाले किसानो का कर्ज माफ, राष्ट्री यकृत एवं प्रायवेट बैंको से कर्ज है उनका कर्जमाफ, समर्थन मूल्या पर खरीदे गये गेहू  की बोनस राशि, सोयाबीन एवं मक्काा की बोनस राशि सोनकच्छ् तहसील मे नील व गाय एवं जंगली जानवरो द्वारा किसानो की फसलो को नुकसान पहुचाया जा रहा है आदि प्रस्ताीव का एक पत्र बनाकर माननीय मुख्यामंत्री महोदय के नाम भेजा गया। इस अवसर पर भाकिसं जिलाध्यक्ष गावेर्धन लाल पाटीदार, जिला मंत्री रामनिवास केरेपा आदि लगभग 90 की उपस्थि‍ति रही। बैठक 15:00 बजे समाप्त हुई ।",भारतीय किसान संघ,2020-02-17T16:42:21.000,भारतीय किसान संघ तहसील अध्यउक्ष कालूसिंह राजपूत के नेतृतव मे,['कृषक संगठन'],90,मूल्य न मिलना(Minimum Support Price(MSP)),3,2,60,8,मूल्य न मिलना(Minimum Support Price(MSP))
Khargone,487195,25,ज्ञापन,"आज दिनांक 17.02.20 के दोप. 15:30 बजे जिला खरगोन के कस्‍बा कसरावद स्थित तहसील कार्यालय में राष्‍ट्रीय किसान मजदूर महासंघ के जिला अध्‍यक्ष रामेश्‍वर गुर्जर के नेतृत्‍व में जय किसान ऋण माफी योजना वचन पत्र अनुसार म.प्र. सरकार ने बिना किसी शर्त 10 दिन में म.प्र. के सभी किसानों के 2 लाख रू. तक ऋण माफ करने का वादा किया गया था, जिसे बार-बार संशोधन कर किसानों को गुमराह किया जा रहा है, किसानों को तत्‍काल जय किसान ऋण माफी योजना का लाभ दिया जाये, किसानों को फसल नुकसानी राहत राशि दी जाने में राजस्‍व विभाग के कर्मचारी की लापरवाही के कारण गई किसानों को लाभ नहीं मिल पा रहा है, दोषी कर्मचारियों पर दण्‍डात्‍मक कार्यवाही की जाने आदि मांगों को लेकर माननीय मुख्‍यमंत्री महोदय को संबोधित एक ज्ञापन कसरावद तहसीलदार विवेक सोनकर को सौंपा गया जिसमें करीब 30-40 किसानों की उपस्थिति रही ।",अन्‍य,2020-02-17T17:26:46.000,जिला अध्‍यक्ष रामेश्‍वर गुर्जर,['कृषक संगठन'],30,फ़सल ख़राब/फसल अफलन,3,40,30,0,फ़सल ख़राब/फसल अफलन
Khargone,487195,25,ज्ञापन,"आज दिनांक 17.02.20 के दोप. 15:30 बजे जिला खरगोन के कस्‍बा कसरावद स्थित तहसील कार्यालय में राष्‍ट्रीय किसान मजदूर महासंघ के जिला अध्‍यक्ष रामेश्‍वर गुर्जर के नेतृत्‍व में जय किसान ऋण माफी योजना वचन पत्र अनुसार म.प्र. सरकार ने बिना किसी शर्त 10 दिन में म.प्र. के सभी किसानों के 2 लाख रू. तक ऋण माफ करने का वादा किया गया था, जिसे बार-बार संशोधन कर किसानों को गुमराह किया जा रहा है, किसानों को तत्‍काल जय किसान ऋण माफी योजना का लाभ दिया जाये, किसानों को फसल नुकसानी राहत राशि दी जाने में राजस्‍व विभाग के कर्मचारी की लापरवाही के कारण गई किसानों को लाभ नहीं मिल पा रहा है, दोषी कर्मचारियों पर दण्‍डात्‍मक कार्यवाही की जाने आदि मांगों को लेकर माननीय मुख्‍यमंत्री महोदय को संबोधित एक ज्ञापन कसरावद तहसीलदार विवेक सोनकर को सौंपा गया जिसमें करीब 30-40 किसानों की उपस्थिति रही ।",अन्‍य,2020-02-17T17:26:46.000,जिला अध्‍यक्ष रामेश्‍वर गुर्जर,['कृषक संगठन'],30,सहायता राशि/मुआवज़ा,3,40,30,10,सहायता राशि/मुआवज़ा
Chhindwara,487702,11,ज्ञापन,"दिनांक 19/02/2020 को राष्ट्रीय किसान मजदूर संघ चौरई के जिला उपाध्य क्ष शिवराम वर्मा के नेतृत्व  में लगभग 25-30 की उपस्थिति में मक्काि का मूल्यत 1750 रूपये समर्थन मूल्य  करने, गेहू का बोनस शीघ्र दिये जाने, वचन पत्र के अनुसार कर्जमाफी आदि मांगो का एक ज्ञापन एसडीएम चौरई को 15:30 बजे सौपा गया।",अन्‍य,2020-02-19T15:58:26.000,शिवराम वर्मा,['कृषक संगठन'],30,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,12,8,मूल्य न मिलना(Minimum Support Price(MSP))
Harda,487723,18,ज्ञापन,"दिनांक 18.02.2020 को 16.00 बजे हरदा में राष्‍ट्रीय किसान मजदूर महासंघ की हरदा इकाई द्वारा किसानों की समस्‍याओं गेंहूं खरीदी केंद्र बढाने, बीते साल की भावांतर व बोनस राशि देने, 2 लाख रूपये तक का कर्ज माफ करने, मूंग के लिए बांध से पानी देने, बिजली ट्रांसफार्मर चालू करने, मंडी में डबल तौल बंद करने की मांग को लेकर एक ज्ञापन एसडीएम को सौंपा गया।",राष्ट्री य किसान मजदूर महासंघ ( कक्‍काजी गुट ),2020-02-19T16:06:24.000,0,['कृषक संगठन'],0,भावंतर राशि,3,39,1,13,भावंतर राशि
Narsinghpur,489079,33,अन्य,"दिनांक 23.02.2020 को भारतीय किसान संघ के संस्थापक दतोपंत ठैंगडी के जन शताब्दी वर्ष के अवसर पर भारतीय किसान संघ दवारा किसान संगोष्टी का आयोजन भारतीय किसान संघ जिलाध्यक्ष नरसिंहपुर सरदार सिंह पटेल के नेतृत्व में 150 की उपस्थिति मे 14.00 बजे से 16.30 बजे तक ठेमी थाना अंतगर्त ग्राम छीन्दामानी मे किया गया। कार्यक्रम में प्रमुख रुप से राष्ट्रीय स्वयंसेवक संघ प्रांत संघ चालक प्रशांत सिह , निदेशक प्रक्षेत्र जवाहर लाल नेहरू कृषि विश्वविद्यालय डॉ.डी.के.पहलवान, ठाकुर सिध्दार्थ सिंह ,प्रांत सगंठन मंत्री भरत पटेल आदि उपस्थित रहे। कार्यक्रम में उपस्थित अतिथियों दवारा रासायनिक खादों से हो रहे नुकसान एवं जेविक खाद बनाने के विषय में बताया गया । तथा दतोपंत ठेगंडे के जीवन पर प्रकाश डाला गया।",भारतीय किसान संघ,2020-02-23T17:24:25.000,भारतीय किसान संघ जिलाध्यक्ष नरसिंहपुर सरदार सिंह पटेल,['कृषक संगठन'],150,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,3,2,53,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी
Damoh,489586,12,अन्य,"भारतीय किसान यूनियन:- दिनांक 25-02-2020 को भारतीय किसान यूनियन दमोह द्वारा जिलाध्यंक्ष मुकेश पटैल के नेतृत्वा में 15 द्वारा कलेक्ट्रे ट कार्यालय दमोह में जन सुनवायी के दौरान ज्ञापन सौंपा गया। जिसमें सम्माान निधि की बकाया राशि देने, उडद की राशि भुगतान करने एवं गेहूं की बोनस राशि देने की मांग की  गई।",भारतीय किसान यूनियन,2020-02-25T16:34:53.000,जिलाध्यक्ष मुकेश पटैल,['कृषक संगठन'],15,सहायता राशि/मुआवज़ा,3,7,21,10,सहायता राशि/मुआवज़ा
Shajapur,489892,43,अन्य,"दिनांक 28-02-2020  को भारतीय किसान यूनियन द्वारा भोपाल स्थित नीलम पार्क में अपनी प्रमुख मांग 01- किसानों की 02 लाख तक कर्ज माफी, सोयाबिन की फसल का 25 प्रतिशत मुआवजा ही दिया गया था शेष मुआवाजा जल्दन से जल्दल दिए जाने, 03- फसल बीमा के राशि वर्तमान तक नही दी गई है जिसे प्रदाय किया जावें आदि को लेकर किसान महापंचायत में चर्चा की जावेगी । उक्त0 कार्यक्रम में सम्मिलित होने हेतु जिला शाजापुर से भारतीय किसान युनियन के जिलाध्यनक्ष राजेश पाटीदार के नेतृत्वर में दिनांक 28-02-2020 को प्रात: 8-00 बजे से लगभग 40-50 किसान भोपाल के लिए बस द्वारा जिला शाजापुर से रवाना होंगे ।",भारतीय किसान यूनियन,2020-02-26T16:41:05.000,जिलाध्यहक्ष राजेश पाटीदार,['कृषक संगठन'],0,फसल बीमा,3,7,25,1,फसल बीमा
Damoh,489938,12,अन्य,किसान समस्याी:-  विगत वर्ष समर्थन मूल्य पर विक्रय की गई खाद्यान की राशि लगभग 150 कृषको के बैक खातो नंबरों में त्रुटि के कारण भुगतान संभव नहीं हो पा रहा है। इस संबंध में    कलेक्टकर तरूण राठी द्वारा संबंधित विभागों को बैठक दौरान निर्देश दिए गए है कि उन हितग्राहियों से संपर्क कर उनके बैंक खातों की वास्तविक जानकारी प्राप्त  कर संबंधितों को शीघ्र भुगतान किया जाना सुनिश्चित करें।,भारतीय किसान संघ,2020-02-26T16:57:22.000,अन्‍य,['कृषक संगठन'],150,मूल्य न मिलना(Minimum Support Price(MSP)),3,2,5,8,मूल्य न मिलना(Minimum Support Price(MSP))
Bhind,489986,9,अन्य,"भारतीय किसान यूनियन (टिकैट गुट) के द्वारा प्रदेशव्यापी आंदोलन दिनांक 28/02/2020 को नीलम पार्क भोपाल में प्रस्तावित है जिसमें भिण्ड जिले से भा.कि.यू. के जिलाध्यक्ष नाथू सिंह परिहार के नेतृत्व में 22-25 की संख्या में किसान अपनी मांगे स्वामी नाथन कमेटी की सिफारिश लागू की जायें, रबी फसल का समर्थन मूल्य का पंजीयन दिनांक 28/02/2020 से 15 मार्च की जाये, पिछले वर्ष गेहूं का समर्थन मूल्य का पैसा किसानों को दिया जाये और जिले में आवारा पशुओं का स्थाई निराकरण किया जाये उक्त मांगों को लेकर  हो रहे आंदोलन में शामिल होने के लिए दिनांक 27/02/2020 को  ट्रेन से शाम को भिण्ड से भोपाल के लिए रवाना होगें  ।",भारतीय किसान यूनियन,2020-02-26T18:02:47.000,नाथूसिंह परिहार,['कृषक संगठन'],22,मूल्य न मिलना(Minimum Support Price(MSP)),3,7,15,8,मूल्य न मिलना(Minimum Support Price(MSP))
Ratlam,490053,45,अन्य,"भारतीय किसान यूनियन द्वारा भारतीय किसान यूनियन प्रदेश अध्यक्ष राकेश टिकैत के नेतृत्व में भोपाल स्थित नीलम पार्क में अपनी मांगों 1. किसानों की 02 लाख रुपये तक कर्ज माफी शीघ्र की जावे।, 2. सोयाबीन फसल को हुए नुकसान का मुआवजा शीघ्र दिया जावे।,  03. फसल बीमा के राशि वर्तमान तक नही दी गई है जिसे प्रदाय किया जावें आदि को लेकर किसान महापंचायत में चर्चा की जावेगी। उक्त किसान महापंचायत में भाग लेने के लिए  जिला रतलाम से भारतीय किसान यूनियन जिला अध्यक्ष नागेश पाटीदार के नेतृत्व में दिनांक 28.02.20 को प्रात: 05:50 बजे ट्रेन द्वारा करीब 30 किसान भोपाल रवाना होने की योजना हैं।",भारतीय किसान यूनियन,2020-02-27T12:34:25.000,भारतीय किसान यूनियन जिला अध्यक्ष नागेश पाटीदार,['कृषक संगठन'],30,फ़सल ख़राब/फसल अफलन,3,7,46,0,फ़सल ख़राब/फसल अफलन
Ratlam,490053,45,अन्य,"भारतीय किसान यूनियन द्वारा भारतीय किसान यूनियन प्रदेश अध्यक्ष राकेश टिकैत के नेतृत्व में भोपाल स्थित नीलम पार्क में अपनी मांगों 1. किसानों की 02 लाख रुपये तक कर्ज माफी शीघ्र की जावे।, 2. सोयाबीन फसल को हुए नुकसान का मुआवजा शीघ्र दिया जावे।,  03. फसल बीमा के राशि वर्तमान तक नही दी गई है जिसे प्रदाय किया जावें आदि को लेकर किसान महापंचायत में चर्चा की जावेगी। उक्त किसान महापंचायत में भाग लेने के लिए  जिला रतलाम से भारतीय किसान यूनियन जिला अध्यक्ष नागेश पाटीदार के नेतृत्व में दिनांक 28.02.20 को प्रात: 05:50 बजे ट्रेन द्वारा करीब 30 किसान भोपाल रवाना होने की योजना हैं।",भारतीय किसान यूनियन,2020-02-27T12:34:25.000,भारतीय किसान यूनियन जिला अध्यक्ष नागेश पाटीदार,['कृषक संगठन'],30,फसल बीमा,3,7,46,1,फसल बीमा
Bhopal,490104,6,अन्य,"दिनांक 28.2.2020 को नीलम पार्क भोपाल में भारतीय किसान यूनियन के प्रदेश अध्यक्ष अनिल यादव के नेतृत्व में समय 11:00 बजे से किसानों की प्रमुख मांग-किसानों का गेहूं का₹160 बोनस एवं सोयाबीन का ₹500 भावंतर का बकाया तुरंत किसानों के खाते में डाला जाए, स्वामीनाथन आयोग की रिपोर्ट लागू करने के लिए प्रदेश सरकार विधानसभा में प्रस्ताव पारित कराकर केंद्र सरकार को भेजें, मध्य प्रदेश के कृषि उपज मंडियों के चुनाव के समय आवेदन जमा करते समय किसान होने का प्रमाण पत्र पेश किया जाए कि किसानों के अलावा हमारे पास जीविकोपार्जन का कोई अन्य साधन नहीं है जिससे कि किसानों की जगह व्यापारी चुनाव ना लड़ सके, पिछले खरीफ के अतिवृष्टि से प्रभावित फसलों के नुकसान की भरपाई राहत राशि देकर कराई जाए, पिछले 1 वर्ष से पहले के गरीबों के घरेलू स्थाई बिजली बिल माफ किए जाएं आदि 12 सूत्रीय मांगों को लेकर किसान महापंचायत का आयोजन किया गया है । किसान महापंचायत में संभावित संख्या 250- 300 रहेगी ।",,2020-02-27T14:52:29.000,अनिल यादव,['कृषक संगठन'],12,भावंतर राशि,3,null,9,13,भावंतर राशि
Bhopal,490104,6,अन्य,"दिनांक 28.2.2020 को नीलम पार्क भोपाल में भारतीय किसान यूनियन के प्रदेश अध्यक्ष अनिल यादव के नेतृत्व में समय 11:00 बजे से किसानों की प्रमुख मांग-किसानों का गेहूं का₹160 बोनस एवं सोयाबीन का ₹500 भावंतर का बकाया तुरंत किसानों के खाते में डाला जाए, स्वामीनाथन आयोग की रिपोर्ट लागू करने के लिए प्रदेश सरकार विधानसभा में प्रस्ताव पारित कराकर केंद्र सरकार को भेजें, मध्य प्रदेश के कृषि उपज मंडियों के चुनाव के समय आवेदन जमा करते समय किसान होने का प्रमाण पत्र पेश किया जाए कि किसानों के अलावा हमारे पास जीविकोपार्जन का कोई अन्य साधन नहीं है जिससे कि किसानों की जगह व्यापारी चुनाव ना लड़ सके, पिछले खरीफ के अतिवृष्टि से प्रभावित फसलों के नुकसान की भरपाई राहत राशि देकर कराई जाए, पिछले 1 वर्ष से पहले के गरीबों के घरेलू स्थाई बिजली बिल माफ किए जाएं आदि 12 सूत्रीय मांगों को लेकर किसान महापंचायत का आयोजन किया गया है । किसान महापंचायत में संभावित संख्या 250- 300 रहेगी ।",,2020-02-27T14:52:29.000,अनिल यादव,['कृषक संगठन'],12,बिजली बिल,3,null,9,3,बिजली बिल
Bhopal,490104,6,अन्य,"दिनांक 28.2.2020 को नीलम पार्क भोपाल में भारतीय किसान यूनियन के प्रदेश अध्यक्ष अनिल यादव के नेतृत्व में समय 11:00 बजे से किसानों की प्रमुख मांग-किसानों का गेहूं का₹160 बोनस एवं सोयाबीन का ₹500 भावंतर का बकाया तुरंत किसानों के खाते में डाला जाए, स्वामीनाथन आयोग की रिपोर्ट लागू करने के लिए प्रदेश सरकार विधानसभा में प्रस्ताव पारित कराकर केंद्र सरकार को भेजें, मध्य प्रदेश के कृषि उपज मंडियों के चुनाव के समय आवेदन जमा करते समय किसान होने का प्रमाण पत्र पेश किया जाए कि किसानों के अलावा हमारे पास जीविकोपार्जन का कोई अन्य साधन नहीं है जिससे कि किसानों की जगह व्यापारी चुनाव ना लड़ सके, पिछले खरीफ के अतिवृष्टि से प्रभावित फसलों के नुकसान की भरपाई राहत राशि देकर कराई जाए, पिछले 1 वर्ष से पहले के गरीबों के घरेलू स्थाई बिजली बिल माफ किए जाएं आदि 12 सूत्रीय मांगों को लेकर किसान महापंचायत का आयोजन किया गया है । किसान महापंचायत में संभावित संख्या 250- 300 रहेगी ।",,2020-02-27T14:52:29.000,अनिल यादव,['कृषक संगठन'],12,सहायता राशि/मुआवज़ा,3,null,9,10,सहायता राशि/मुआवज़ा
Gwalior,490287,16,अन्य,"दिनांक 28 फरवरी 2020 से 01-03-2020 तक भारतीय किसान संघ द्वारा प्रांतीय प्रतिनिधि अधिवेशन सरस्वती शिशु मंदिर केदारपुर पर प्रातः 9:00 बजे से शाम 17:00 बजे तक आयोजित किया जा रहा है ।  जिसमें भाग लेने हेतु अभी तक राष्ट्रीय अध्यक्ष वासुदेव गोड़ व राष्ट्रीय महामंत्री बृजेंद्र नारायण चौधरी ,संगठन मंत्री दिनेश कुलकर्णी उत्तर प्रदेश प्रांत के छेत्रीय संगठन मंत्री  शिवकांत दीक्षित ,क्षेत्रीय संगठन मंत्री महेश चौधरी, अध्यक्ष राम भरोसे बासोडिया, कोषाध्यक्ष राष्ट्रीय जुगल किशोर राष्ट्रीय उपाध्यक्ष प्रभाकर केलकर आदि कार्यकर्ता उपस्थित हो चुके है ।  इस कार्यक्रम में संगठन को मजबूत करने संगठन की कार्यकारिणी संबंधी विस्तार फसल बीमा योजना  कर्ज माफी स्वामीनाथन रिपोर्ट के अतिरिक्त किसानों से संबंधित राष्ट्रीय प्रांतीय समस्याओं  के समाधान आदि विषयों पर विचार विमर्श दिया जावेगा ।  समस्त कार्यकर्ताओं के भोजन एवं निवास की व्यवस्था सरस्वती शिशु मंदिर पर ही की गई  है।  उक्‍त कार्यक्रम में लगभग 500-550 की उप0 रहने की संभावना है ।",भारतीय किसान संघ,2020-02-27T18:02:14.000,अन्‍य,['कृषक संगठन'],550,फसल बीमा,3,2,5,1,फसल बीमा
Gwalior,490326,16,अन्य,"दिनांक 28/02/2020 से 01/03/2020 तक भारतीय किसान संघ द्वारा क्षेत्रीय संगठन मंत्री महेश चौधरी के नेतृत्व में 09.00 बजे से 17.00 बजे तक सरस्वती शिशु मंदिर केदारपुर धाम ग्वालियर पर 03 दिवसीय अखिल भारतीय प्रतिनिधि सभा अधिवेशन आयोजित किया जाएगा। कार्यक्रम की अध्यक्षता राष्ट्रीय अध्यक्ष वासुदेव गौड द्वारा की जाएगी। कार्यक्रम में प्रमुख रूप से संगठन को मजबूत करने, संगठन द्वारा गतवर्ष किए गए कार्यक्रमों की समीक्षा, आगामी वर्ष में आयोजित किए जाने वाले कार्यकमों की रूपरेखा फसल बीमा योजना लागत अनुसार लाभकारी मूल्यि आदि किसान हितैसी योजनाओं पर प्रतिदिन परिचर्चा कर प्रस्ताव पारित किए जाएंगे। उक्त कार्यक्रम में प्रदेश एंव राष्ट्र  स्तर के पदाधिकारियों द्वारा भाग लिया जाएगा।",अन्‍य,2020-02-28T09:37:47.000,महेश चौधरी,['कृषक संगठन'],9,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,10,8,मूल्य न मिलना(Minimum Support Price(MSP))
Gwalior,490326,16,अन्य,"दिनांक 28/02/2020 से 01/03/2020 तक भारतीय किसान संघ द्वारा क्षेत्रीय संगठन मंत्री महेश चौधरी के नेतृत्व में 09.00 बजे से 17.00 बजे तक सरस्वती शिशु मंदिर केदारपुर धाम ग्वालियर पर 03 दिवसीय अखिल भारतीय प्रतिनिधि सभा अधिवेशन आयोजित किया जाएगा। कार्यक्रम की अध्यक्षता राष्ट्रीय अध्यक्ष वासुदेव गौड द्वारा की जाएगी। कार्यक्रम में प्रमुख रूप से संगठन को मजबूत करने, संगठन द्वारा गतवर्ष किए गए कार्यक्रमों की समीक्षा, आगामी वर्ष में आयोजित किए जाने वाले कार्यकमों की रूपरेखा फसल बीमा योजना लागत अनुसार लाभकारी मूल्यि आदि किसान हितैसी योजनाओं पर प्रतिदिन परिचर्चा कर प्रस्ताव पारित किए जाएंगे। उक्त कार्यक्रम में प्रदेश एंव राष्ट्र  स्तर के पदाधिकारियों द्वारा भाग लिया जाएगा।",अन्‍य,2020-02-28T09:37:47.000,महेश चौधरी,['कृषक संगठन'],9,फसल बीमा,3,40,10,1,फसल बीमा
Ratlam,490352,45,अन्य,"किसानों की मांगों- 01. किसानों की 02 लाख रुपये तक कर्ज माफी शीघ्र की जावें, 02. सोयाबीन फसल को हुए नुकसान का मुआवजा शीघ्र दिया जावें, 03. फसल बीमा के राशि वर्तमान तक नहीं दी गई है जिसे प्रदाय किया जावें आदि को लेकर दिनांक 28.02.2020 को नीलम पार्क भोपाल में भारतीय किसान यूनियन प्रदेशाध्यक्ष राकेश टिकैत के नेतृत्व में आयोजित किसान महापंचायत में सम्मिलित होने हेतु जिला रतलाम से दिनांक 28.02.2020 को प्रातः 05:50 बजे भारतीय किसान यूनियन रतलाम जिला उपाध्यक्ष नागेश पाटीदार के नेतृत्व में करीब 20 किसान ट्रेन द्वारा भोपाल के लिए रवाना हुए।",भारतीय किसान यूनियन (महेन्द्र सिंह टिकैत गुट),2020-02-28T12:09:48.000,भारतीय किसान यूनियन रतलाम जिला उपाध्यक्ष नागेश पाटीदार,['कृषक संगठन'],20,फ़सल ख़राब/फसल अफलन,3,37,54,0,फ़सल ख़राब/फसल अफलन
Ratlam,490352,45,अन्य,"किसानों की मांगों- 01. किसानों की 02 लाख रुपये तक कर्ज माफी शीघ्र की जावें, 02. सोयाबीन फसल को हुए नुकसान का मुआवजा शीघ्र दिया जावें, 03. फसल बीमा के राशि वर्तमान तक नहीं दी गई है जिसे प्रदाय किया जावें आदि को लेकर दिनांक 28.02.2020 को नीलम पार्क भोपाल में भारतीय किसान यूनियन प्रदेशाध्यक्ष राकेश टिकैत के नेतृत्व में आयोजित किसान महापंचायत में सम्मिलित होने हेतु जिला रतलाम से दिनांक 28.02.2020 को प्रातः 05:50 बजे भारतीय किसान यूनियन रतलाम जिला उपाध्यक्ष नागेश पाटीदार के नेतृत्व में करीब 20 किसान ट्रेन द्वारा भोपाल के लिए रवाना हुए।",भारतीय किसान यूनियन (महेन्द्र सिंह टिकैत गुट),2020-02-28T12:09:48.000,भारतीय किसान यूनियन रतलाम जिला उपाध्यक्ष नागेश पाटीदार,['कृषक संगठन'],20,फसल बीमा,3,37,54,1,फसल बीमा
