district,id,district_id,incident_type,incident,organization_type_id,organization_type,time,leadername,organization,organization_id,intotal,demand,leadername1,demand_id,demand_clean
Seoni,967802,34,आमरण अनशन,"दिनांक 07/02/2025 को जिला सिवनी के थाना उगली अंतर्गत भारतीय किसान संघ जिला इकाई सिवनी के द्वारा केवलारी तहसील के उगली, सरेखा कला, पांडिया छपारा क्षेत्र में अवैध बिजली कटौती, लो वोल्टेज जैसी 06 सूत्रीय मांगो को लेकर किसानों द्वारा आनंद भगत जनपद सदस्‍य केवलारी के नेतृत्व में ग्राम पांडिया छपारा में दोपहर 12:00 बजे से आमरण अनशन प्रारंभ किया था जो विद्युत विभाग के वरिष्‍ठ अधिकारियों द्वारा दिनांक 13.02.2025 तक मेंटनेंस का कार्य पूर्ण कर 10 घंटे कृषि कार्य हेतु बिजली प्रदाय किये जाने का आश्‍वासन दिये जाने पर दिनांक 07.02.2025 के 18.15 बजे आमरण अनशन समाप्‍त किया गया ।",3,कृषक संगठन,2025-02-08T17:19:11.000,आनंद भगत,भाकिस,2,0,बिजली की समस्या,8,4,बिजली की समस्या
Indore,969491,20,अन्य,"दिनांक 15.02.25 को 11:20 बजे से 12:00  बजे तक भारतीय किसान संघ कार्यालय मल्हार आश्रम, मामा भांजे की दरगाह के पास इंदौर में भारतीय किसान संघ के संभाग अध्यक्ष कृष्णपाल सिंह राठौड़ के नेतृत्व में प्रेसवार्ता (15) आयोजित की गई lप्रेस वार्ता को संबोधित करते हुए इंदौर संभाग अध्यक्ष कृष्ण पाल सिंह राठौर ने कहा कि सरकार किसानों की सहमति के बगैर जमीन का अधिग्रहण नहीं कर सकती l इसके विरुद्ध दिनांक 17.02.25 को हम पूरे मालवा प्रांत की 112 तहसीलों में  एक साथ ज्ञापन देंगे l इसके बावजूद भी यदि सरकार नहीं चेती तो 27.02.25 से डेरा डालो घेरा डालो, ट्रैक्टर रैली आदि तरीकों से आंदोलन करेंगे l मुख्य रूप से भारतीय किसान संघ के जिला मंत्री धर्मेंद्र चौधरी, महानगर अध्यक्ष दिलीप मुकाती, सदस्य दिनेश पालीवाल उपस्थित रहे l",3,कृषक संगठन,2025-02-15T17:20:15.000,कृष्णपाल सिंह राठौड़,भाकिस,2,15,जमीनअधिग्रहण,20,12,जमीनअधिग्रहण
Khandwa,970310,24,ज्ञापन,"दिनांक 19.2.2025 को संयुक्त कृषक संगठन के खालवा तहसील अध्यक्ष मुकेश मालवीय के नेतृत्व में 15-20 पदाधिकारी एवं कार्यकर्ता को उपस्थिति में 14.00 बजे कस्बा खालवा के तहसील कार्यालय पहुंचकर किसानो की प्रमुख मांगे जैसे 1.खंडवा जिले में फरवरी के प्रथम सप्ताह से गेहूं एवं चने की फसल कटाई प्रारंभ हो जाती है अतः जिले के न्यूनतम समर्थन मूल्य पर गेहॅू चने की खरीदी 1 मार्च से प्रारंभ की जाए, जिसमें गेहूं 20 क्विंटल प्रति एकड़, चना 10 क्विटंल प्रति एकड़ की दर से समर्थन मूल्य पर खरीदी की जावे  2. समर्थन मूल्य पर विक्रय की गई उपज का भुगतान सप्ताह के भीतर किया जावे, 3. समर्थन मूल्य पर गेहूं चने की तुलाई प्लेट कांटे से की जावे, 4. सहकारी समितियां से लिए ऋण अदायगी की अंतिम तिथि 31 मार्च से बढ़कर 30 अप्रैल की जावे, 5. खालवा उद्यवहन सिंचाई योजना का कार्य इस ग्रीष्म काल तक पूर्ण किया जावे आदि मांगों के संबंध में माननीय मुख्यमंत्री महोदय के नाम संबोधित एक ज्ञापन हरसूद एसडीएम पुरूषोत्‍तम कुमार को दोपहर 14.15 बजे सोपा गया।",3,कृषक संगठन,2025-02-19T15:53:33.000,मुकेश मालवीय,अन्‍य,40,20,नहरों का पानी/सिचाई समस्या,12,7,नहरों का पानी/सिचाई समस्या
Khandwa,970310,24,ज्ञापन,"दिनांक 19.2.2025 को संयुक्त कृषक संगठन के खालवा तहसील अध्यक्ष मुकेश मालवीय के नेतृत्व में 15-20 पदाधिकारी एवं कार्यकर्ता को उपस्थिति में 14.00 बजे कस्बा खालवा के तहसील कार्यालय पहुंचकर किसानो की प्रमुख मांगे जैसे 1.खंडवा जिले में फरवरी के प्रथम सप्ताह से गेहूं एवं चने की फसल कटाई प्रारंभ हो जाती है अतः जिले के न्यूनतम समर्थन मूल्य पर गेहॅू चने की खरीदी 1 मार्च से प्रारंभ की जाए, जिसमें गेहूं 20 क्विंटल प्रति एकड़, चना 10 क्विटंल प्रति एकड़ की दर से समर्थन मूल्य पर खरीदी की जावे  2. समर्थन मूल्य पर विक्रय की गई उपज का भुगतान सप्ताह के भीतर किया जावे, 3. समर्थन मूल्य पर गेहूं चने की तुलाई प्लेट कांटे से की जावे, 4. सहकारी समितियां से लिए ऋण अदायगी की अंतिम तिथि 31 मार्च से बढ़कर 30 अप्रैल की जावे, 5. खालवा उद्यवहन सिंचाई योजना का कार्य इस ग्रीष्म काल तक पूर्ण किया जावे आदि मांगों के संबंध में माननीय मुख्यमंत्री महोदय के नाम संबोधित एक ज्ञापन हरसूद एसडीएम पुरूषोत्‍तम कुमार को दोपहर 14.15 बजे सोपा गया।",3,कृषक संगठन,2025-02-19T15:53:33.000,मुकेश मालवीय,अन्‍य,40,20,मूल्य न मिलना(Minimum Support Price(MSP)),12,8,मूल्य न मिलना(Minimum Support Price(MSP))
Sehore,967033,27,अन्य,"दिनांक 05.02.25 को भारतीय किसान संघ के प्रदेश आव्हान पर अन्नदाता अधिकार रैली एवं वल्लभ भवन भोपाल घेराव कार्यक्रम किसानों की मांगो- 1. फोती नामांतरण, बंटवारा सीमाकंन, आनलाईन रिकार्ड एवं नक्शा सुधारा जायें 2. ट्रांसफार्मर हॅार्स पॉवर क्षमता वृद्धि की जाए, जले हुये घरेलु एवं कृषि कनेक्शन की जांच कराकर कनेक्शन एवं बिल राशि समाप्त की जाए 3. डी.ए.पी,यूरिया खाद सहकारिता के माध्यम से नगद वितरण समय पर किया जायें 4.सभी मण्डियों में बडे तोल कांटे से तुलाई अनिवार्य कि जाए एवं मंडी परिसर में ही किसानों का भुगतान किया जाए 5.नकली दुध बनाने एवं बेचने वाले पर सख्त  कार्यवाही की जाए, गाय का दुध गुणवत्ता के आधार पर खरीदा जाए, गौ अभ्यारण्य बनाए जाए। 6.प्रस्तावित एवं स्वीकृत नहरों के कार्य जल्द पूर्ण किए जाए 7. सभी फसलों को समर्थन मूल्य से नीचे न खरीदा जाए 8. किसानों पर बनाए गए सभी प्रकार के झुठे प्रकरण वापस लिए जाए 9.पूसा,बासमती धान को जीआई टेग दिलाया जाए । उक्त कार्यक्रम में सम्मिलित होने भारतीय किसान संघ जिला अध्यक्ष राकेश वर्मा के नेतृत्व में जिला सीहोर से लगभग 200-250 की संख्या में प्रातः 08.00 बजे अपने निजी साधनों से भोपाल के लिए रवाना हुए ।",3,कृषक संगठन,2025-02-05T16:09:26.000,राकेश वर्मा,भाकिस,2,250,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,24,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी
Sehore,967033,27,अन्य,"दिनांक 05.02.25 को भारतीय किसान संघ के प्रदेश आव्हान पर अन्नदाता अधिकार रैली एवं वल्लभ भवन भोपाल घेराव कार्यक्रम किसानों की मांगो- 1. फोती नामांतरण, बंटवारा सीमाकंन, आनलाईन रिकार्ड एवं नक्शा सुधारा जायें 2. ट्रांसफार्मर हॅार्स पॉवर क्षमता वृद्धि की जाए, जले हुये घरेलु एवं कृषि कनेक्शन की जांच कराकर कनेक्शन एवं बिल राशि समाप्त की जाए 3. डी.ए.पी,यूरिया खाद सहकारिता के माध्यम से नगद वितरण समय पर किया जायें 4.सभी मण्डियों में बडे तोल कांटे से तुलाई अनिवार्य कि जाए एवं मंडी परिसर में ही किसानों का भुगतान किया जाए 5.नकली दुध बनाने एवं बेचने वाले पर सख्त  कार्यवाही की जाए, गाय का दुध गुणवत्ता के आधार पर खरीदा जाए, गौ अभ्यारण्य बनाए जाए। 6.प्रस्तावित एवं स्वीकृत नहरों के कार्य जल्द पूर्ण किए जाए 7. सभी फसलों को समर्थन मूल्य से नीचे न खरीदा जाए 8. किसानों पर बनाए गए सभी प्रकार के झुठे प्रकरण वापस लिए जाए 9.पूसा,बासमती धान को जीआई टेग दिलाया जाए । उक्त कार्यक्रम में सम्मिलित होने भारतीय किसान संघ जिला अध्यक्ष राकेश वर्मा के नेतृत्व में जिला सीहोर से लगभग 200-250 की संख्या में प्रातः 08.00 बजे अपने निजी साधनों से भोपाल के लिए रवाना हुए ।",3,कृषक संगठन,2025-02-05T16:09:26.000,राकेश वर्मा,भाकिस,2,250,मूल्य न मिलना(Minimum Support Price(MSP)),24,8,मूल्य न मिलना(Minimum Support Price(MSP))
Rewa,972235,36,अन्य,"दिनांक 25.02.25 को पूर्व मुल्ताई विधायक एवं किसान संघर्ष समिति के राष्ट्रीय अध्यगक्ष डा0 सुनीलम का कार द्वारा सिंगरौली से समय 12.00 बजे रीवा आगमन हुआ जहां राज पैलेस रीवा में किसान संघर्ष  समिति की संभागीय बैठक समय 15.00 बजे से समय 17.00 बजे तक ली गयी। जिसमें न्यूसनतम समर्थन मूल्यक, राष्ट्री य कृषि बाजार नीति, कर्जा मुक्ति व स्था नीय किसान समस्याहओं को लेकर आगामी आंदोलन की रणंनीति पर चर्चा की गयी कार्यक्रम में संयुक्त किसान मोर्चा , संभागीय कमेटी के लगभग 20 पदाधिकारी उपस्थित रहे। प्रमुख रूप से किसान संघर्ष समिति के राष्ट्री य प्रवक्ता  शिव सिंह, प्रदेश कार्यकारी अध्यदक्ष इंद्रजीत सिंह शंखू, प्रदेश सचिव शत्रुघन यादव आदि प्रमुख रूप से उपस्थित रहे।बाद  राज पैलेस में समय 19.15 बजे एक प्रेसवार्ता ली गई जिसमें कहा गया कि मजदूरों के लिये न्यूेनतम मजदूरी को लेकर किसान संघर्ष समिति, किसान मजदूर आदिवासी अधिकार यात्रा पूरे विंध्यद में निकाली जावेगी। एमएसपी की कानूनी गारंटी, कर्जा मुक्ति, कृषि योग्यप भूमि अधिग्रहण पर रोक लगाये जाने, राष्ट्री य कृषि बाजार नीति आदि पर रोक लगाने की मांग की गई। बाद डा0 सुनीलम समय 20.00 बजे रेवांचल एक्सप्रे स ट्रेन से भोपाल के लिये प्रस्थान किये।",3,कृषक संगठन,2025-02-26T16:47:03.000,डा सुनीलम,किसान संघर्ष समिति,5,20,मूल्य न मिलना(Minimum Support Price(MSP)),10,8,मूल्य न मिलना(Minimum Support Price(MSP))
Chhatarpur,966749,10,ज्ञापन,"दिनांक 03.02.25 को 15.00 बजे थाना सटई अंतर्गत ग्राम सिलावट, पड़रिया, नैगुवां में नैगुवां लघु सिंचाई परियोजना की भूमि अधिग्रहण मुआवजे की उचित राशि दिये जाने को लेकर लगभग 50 किसानों द्वारा राजेंद्र पटेल की नेतृत्व में ज्ञापन एडीएम छतरपुर मिलिंद नागदेव को सौंपा गया।",3,कृषक संगठन,2025-02-04T15:05:49.000,अन्य,किसान,13,50,नहरों का पानी/सिचाई समस्या,5,7,नहरों का पानी/सिचाई समस्या
Bhopal,966509,6,अन्य,"- भारतीय किसान संघ\r\n   दिनांक 05/02/25 को भारतीय किसान संघ मध्यभारत प्रांत द्वारा प्रात 09:00 बजे से प्रदेश अध्यक्ष कमल सिंह आंजना एवं प्रांत अध्यक्ष सर्वज्ञ दीवान के नेतृत्व में किसानों की खाद, बिजली, राजस्व संबंधी समस्याओं के समाधान किए जाने, धान का समर्थन मूल्य 3100 रुपए प्रति क्विंटल और गेहूं का समर्थन मूल्य 2700 रुपए प्रति क्विंटल किए जाने, पूसा बासमती धान को जी.आई. टैग दिलाए जाने, मंडी में व्याप्त अनियमितताओं पर नियंत्रण किए जाने आदि मांगो की पूर्ति हेतु शिवाजी नगर भोपाल स्थित प्रदेश कार्यालय से वल्लभ भवन भोपाल तक एक दिवसीय \""अन्नदाता अधिकार रैली एवं वल्लभ भवन घेराव\"" कार्यक्रम आयोजित किया जाना प्रस्तावित है। कार्यक्रम में क्षेत्रीय संगठन मंत्री महेश चौधरी, प्रदेश प्रवक्ता राहुल धूत, जिला अध्यक्ष गिरवर सिंह राजपूत आदि उपस्थित रहेंगे। संभावित संख्या 800 से 1000 रहेगी।",3,कृषक संगठन,2025-02-03T14:57:21.000,अन्य,भाकिस,2,800,मूल्य न मिलना(Minimum Support Price(MSP)),1,8,मूल्य न मिलना(Minimum Support Price(MSP))
Bhopal,966757,6,अन्य,"दिनांक 05/02/25 को भारतीय किसान संघ मध्यभारत प्रांत द्वारा प्रात 09:00 बजे से प्रदेश अध्यक्ष कमल सिंह आंजना एवं प्रांत अध्यक्ष सर्वज्ञ दीवान के नेतृत्व में किसानों की खाद, बिजली, राजस्व संबंधी समस्याओं के समाधान किए जाने, धान का समर्थन मूल्य 3100 रुपए प्रति क्विंटल और गेहूं का समर्थन मूल्य 2700 रुपए प्रति क्विंटल किए जाने, पूसा बासमती धान को जी.आई. टैग दिलाए जाने, मंडी में व्याप्त अनियमितताओं पर नियंत्रण किए जाने आदि मांगो की पूर्ति हेतु शिवाजी नगर भोपाल स्थित प्रदेश कार्यालय के सामने एकत्रित होकर सभा आयोजित कर पैदल रैली के रुप में वल्लभ भवन भोपाल तक \""अन्नदाता अधिकार रैली निकालकर मंत्रालय का घेराव किए जाने की योजना है कार्यक्रम में क्षेत्रीय संगठन मंत्री महेश चौधरी, प्रदेश प्रवक्ता राहुल धूत, जिला अध्यक्ष गिरवर सिंह राजपूत सहित संभावित संख्या 1000 से 1200 रहेगी।",3,कृषक संगठन,2025-02-04T15:16:15.000,अन्य,भाकिस,2,1000,मूल्य न मिलना(Minimum Support Price(MSP)),1,8,मूल्य न मिलना(Minimum Support Price(MSP))
Bhopal,967063,6,अन्य,"दिनांक 05/02/2025 को भारतीय किसान संघ मध्य भारत प्रांत द्वारा प्रदेश अध्यक्ष कमल सिंहआंजना एवं प्रांत अध्यक्ष सर्वज्ञ दीवान के संयुक्त नेतृत्व में प्रमुख मांग किसानो को खाद ,बिजली, राजस्व संबंधी समस्याओं के समाधान किए जाने, धान का समर्थन मूल्य ₹3100 रुपए प्रति क्विंटल और गेहूं का समर्थन मूल्य ₹2700 रुपए प्रति क्विंटल किए जाने, पूषा बासमती धान को जी आई टेक दिलाए जाने, मंडी में व्याप्त अनियमितताओं पर नियंत्रण किए जाने आदि मांगों को लेकर अन्नदाता अधिकार रैली एवं वल्लभ भवन घेराव कार्यक्रम के अंतर्गत कार्यक्रम का शुभारंभ शिवाजी नगर भोपाल स्थित प्रदेश कार्यालय के सामने 11.30 बजे से हुआ बकार्यक्रम में प्रमुख रूप से क्षेत्रीय संगठन  मंत्री महेश चौधरी, प्रांत अध्यक्ष सर्वज्ञ भदीवान, प्रांत प्रचार प्रमुख राहुल धूत एवं जिलों से आए हजिला अध्यक्ष, तहसील अध्यक्ष, तहसील मंत्री, संगठन के कार्यकर्ता एवं किसान 1400 से 1500 की संख्या में उपस्थित रहे, मंच से किसानों की मांगों के संबंध में जिलों से आए जिला अध्यक्षों द्वारा अपने-अपने जिलों की समस्याओं के संबंध में वक्तवय दिए गए , उपमुख्यमंत्री श्री जगदीश देवड़ा जी का आगमन 14:02 बजे सभा स्थल पर हुआ आगमन पश्चात अखिल भारतीय कार्यकारिणी सदस्य श्री राम भरोसे बसोतिया जी द्वारा अपनी मांगों  का ज्ञापन पढ़कर सुनाया गया  श्री देवड़ा जी द्वारा माननीय मुख्यमंत्री महोदय की ओर से कहा गया कि आपकी मांगों का जल्द से जल्द निराकरण किया जाएगा पश्चात समय 14:50 बजे उपमुख्यमंत्री श्री देवड़ा जी कार्यक्रम स्थल से रवाना हुए उल्लेखनीय है कि जिलों से आए किसानों द्वारा वल्लभ भवन घेराव निरस्त किए जाने के निर्णय पर नाराजगी देखी गई देवड़ा जी के आगमन एवं प्रस्थान के समय लगातार नारेबाजी प्रदर्शन करते रहे कार्यक्रम समाप्ति उपरांत धीरे-धीरे सभी अपने गंतव्य स्थलों की ओर रवाना हो रहे हैं।",3,कृषक संगठन,2025-02-05T16:36:06.000,अन्य,भाकिस,2,0,मूल्य न मिलना(Minimum Support Price(MSP)),1,8,मूल्य न मिलना(Minimum Support Price(MSP))
Bhopal,966973,6,अन्य,"दिनांक 05/02/2025 को भारतीय किसान संघ मध्य भारत प्रांत द्वारा प्रदेश अध्यक्ष कमल सिंहआंजना एवं प्रांत अध्यक्ष सर्वज्ञ दीवान के संयुक्त नेतृत्व में प्रमुख मांग किसानो को खाद ,बिजली, राजस्व संबंधी समस्याओं के समाधान किए जाने, धान का समर्थन मूल्य ₹3100 रुपए प्रति क्विंटल और गेहूं का समर्थन मूल्य ₹2700 रुपए प्रति क्विंटल किए जाने, पूषा बासमती धान को जी आई टेक दिलाए जाने, मंडी में व्याप्त अनियमितताओं पर नियंत्रण किए जाने आदि मांगों को लेकर अन्नदाता अधिकार रैली एवं वल्लभ भवन घेराव कार्यक्रम के अंतर्गत कार्यक्रम का शुभारंभ शिवाजी नगर भोपाल स्थित प्रदेश कार्यालय के सामने 11.30 बजे से हुआ बकार्यक्रम में प्रमुख रूप से क्षेत्रीय संगठन  मंत्री महेश चौधरी, प्रांत अध्यक्ष सर्वज्ञ भदीवान, प्रांत प्रचार प्रमुख राहुल धूत एवं जिलों से आए हजिला अध्यक्ष, तहसील अध्यक्ष, तहसील मंत्री, संगठन के कार्यकर्ता एवं किसान 1400 से 1500 की संख्या में उपस्थित रहे, मंच से किसानों की मांगों के संबंध में जिलों से आए जिला अध्यक्षों द्वारा अपने-अपने जिलों की समस्याओं के संबंध में वक्तवय दिए गए , उपमुख्यमंत्री श्री जगदीश देवड़ा जी का आगमन 14:02 बजे सभा स्थल पर हुआ आगमन पश्चात अखिल भारतीय कार्यकारिणी सदस्य श्री राम भरोसे बसोतिया जी द्वारा अपनी मांगों  का ज्ञापन पढ़कर सुनाया गया  श्री देवड़ा जी द्वारा माननीय मुख्यमंत्री महोदय की ओर से कहा गया कि आपकी मांगों का जल्द से जल्द निराकरण किया जाएगा पश्चात समय 14:50 बजे उपमुख्यमंत्री श्री देवड़ा जी कार्यक्रम स्थल से रवाना हुए उल्लेखनीय है कि जिलों से आए किसानों द्वारा वल्लभ भवन घेराव निरस्त किए जाने के निर्णय पर नाराजगी देखी गई देवड़ा जी के आगमन एवं प्रस्थान के समय लगातार नारेबाजी प्रदर्शन करते रहे कार्यक्रम समाप्ति उपरांत धीरे-धीरे सभी अपने गंतव्य स्थलों की ओर रवाना हो रहे हैं।",3,कृषक संगठन,2025-02-05T17:52:10.000,अन्य,भाकिस,2,0,मूल्य न मिलना(Minimum Support Price(MSP)),1,8,मूल्य न मिलना(Minimum Support Price(MSP))
